excel_id,row,title,original_title,release_year,runtime_minutes,genres,countries,director,cast,imdb,tomatometer,popcornmeter,justwatch_url,poster_url
318,380,Die Unbestechlichen,All the President’s Men,1976,138,Drama | Thriller,USA,Alan J. Pakula,Robert Redford | Dustin Hoffman | Jason Robards,7.9,94.000,92.000,https://www.justwatch.com/de/Film/Die-Unbestechlichen-1976,
319,381,Haie der Großstadt,The Hustler,1961,130,Drama | Sport,USA,Robert Rossen,Paul Newman | Jackie Gleason | Piper Laurie,7.9,94.000,92.000,https://www.justwatch.com/de/Film/Haie-der-Grossstadt,
320,382,Iron Man,,2008,126,Action | Sci-Fi,USA,Jon Favreau,Robert Downey Jr. | Gwyneth Paltrow | Terrence Howard,7.9,94.000,91.000,https://www.justwatch.com/de/Film/Iron-Man,
321,383,Boogie Nights,,1997,153,Drama | Komödie,USA,Paul Thomas Anderson,Mark Wahlberg | Julianne Moore | Burt Reynolds,7.9,94.000,89.000,https://www.justwatch.com/de/Film/Boogie-Nights,
1051,384,Zwölf Uhr mittags,High Noon,1952,85,Drama | Western,USA,Fred Zinnemann,Gary Cooper | Grace Kelly | Thomas Mitchell,7.9,94.000,89.000,https://www.justwatch.com/de/Film/12-Uhr-Mittags,
322,385,Arrival,,2016,116,Drama | Sci-Fi,USA,Denis Villeneuve,Amy Adams | Jeremy Renner | Forest Whitaker,7.9,94.000,82.000,https://www.justwatch.com/de/Film/Arrival-2016,
323,386,True Romance,,1993,120,Krimi | Romanze,USA,Tony Scott,Christian Slater | Patricia Arquette | Dennis Hopper,7.9,93.000,93.000,https://www.justwatch.com/de/Film/True-Romance,
324,387,No Man’s Land,"Ничија земља / Ničija zemlja,",2001,98,Drama | Komödie,BEL | BIH | FRA | ITA | SVN | UK,Danis Tanović,Branko Đurić | Rene Bitorajac | Filip Šovagović,7.9,93.000,92.000,https://www.justwatch.com/de/Film/No-Mans-Land,
325,388,Solaris,Soljaris,1972,167,Drama | Sci-Fi,UdSSR,Andrei Tarkovsky,Donatas Banionis | Natalya Bondarchuk | Jüri Järvet,7.9,93.000,89.000,https://www.justwatch.com/de/Film/Solaris-1972,
326,389,Der fantastische Mr. Fox,Fantastic Mr. Fox,2009,88,Animation | Komödie,UK | USA,Wes Anderson,George Clooney | Meryl Streep | Jason Schwartzman,7.9,93.000,85.000,https://www.justwatch.com/de/Film/Der-fantastische-Mr-Fox,
327,390,Liebe,Amour,2012,127,Drama | Tragödie,AUT | GER | FRA,Michael Haneke,Jean-Louis Trintignant | Emmanuelle Riva | Isabelle Huppert,7.9,93.000,82.000,https://www.justwatch.com/de/Film/Liebe-2012,
328,391,Shaun of the Dead,,2004,99,Horror | Komödie,FRA | UK,Edgar Wright,Simon Pegg | Nick Frost | Kate Ashfield,7.9,92.000,93.000,https://www.justwatch.com/de/Film/Shaun-of-the-Dead,
329,392,Patton – Rebell in Uniform,Patton,1970,170,Drama | Krieg,USA,Franklin J. Schaffner,George C. Scott | Karl Malden | Michael Bates,7.9,92.000,93.000,https://www.justwatch.com/de/Film/Patton-Rebell-in-Uniform,
330,393,Dallas Buyers Club,,2013,117,Biografie | Drama,USA,Jean-Marc Vallée,Matthew McConaughey | Jared Leto | Jennifer Garner,7.9,92.000,91.000,https://www.justwatch.com/de/Film/Dallas-Buyers-Club,
331,394,Children of Men,,2006,106,Sci-Fi | Thriller,UK | USA,Alfonso Cuarón,Clive Owen | Julianne Moore | Michael Caine,7.9,92.000,85.000,https://www.justwatch.com/de/Film/Kinder-der-Menschheit,
1261,395,Stalag 17,,1953,120,Komödie | Krieg,USA,Billy Wilder,William Holden | Don Taylor | Otto Preminger,7.9,91.000,93.000,https://www.justwatch.com/de/Film/Stalag-17,
332,396,Almost Famous – Fast berühmt,Almost Famous,2000,118,Drama | Komödie,USA,Cameron Crowe,Patrick Fugit | Kate Hudson | Billy Crudup,7.9,91.000,92.000,https://www.justwatch.com/de/Film/Almost-Famous-Fast-beruehmt,
333,397,Sprich mit ihr,Hable con ella,2002,112,Drama | Romanze,ESP,Pedro Almodóvar,Javier Cámara | Darío Grandinetti | Leonor Watling,7.9,91.000,92.000,https://www.justwatch.com/de/Film/Sprich-mit-ihr,
334,398,The Wild Bunch – Sie kannten kein Gesetz,The Wild Bunch,1969,145,Action | Western,USA,Sam Peckinpah,William Holden | Ernest Borgnine | Robert Ryan,7.9,91.000,90.000,https://www.justwatch.com/de/Film/The-Wild-Bunch-Sie-kannten-kein-Gesetz,
335,399,Edge of Tomorrow,,2014,113,Action | Sci-Fi,USA,Doug Liman,Tom Cruise | Emily Blunt | Bill Paxton,7.9,91.000,90.000,https://www.justwatch.com/de/Film/Edge-of-Tomorrow,
336,400,Harry Potter und der Gefangene von Askaban,Harry Potter and the Prisoner of Azkaban,2004,142,Abenteuer | Fantasy,UK | USA,Alfonso Cuarón,Daniel Radcliffe | Emma Watson | Rupert Grint,7.9,91.000,86.000,https://www.justwatch.com/de/Film/Harry-Potter-und-der-Gefangene-von-Askaban,
337,401,Edward mit den Scherenhänden,Edward Scissorhands,1990,101,Drama | Fantasy,USA,Tim Burton,Johnny Depp | Winona Ryder | Dianne Wiest,7.9,90.000,91.000,https://www.justwatch.com/de/Film/Edward-mit-den-Scherenhaenden,
338,402,District 9,,2009,112,Action | Sci-Fi,NZL | RSA | USA,Neill Blomkamp,Sharlto Copley | Jason Cope | David James,7.9,90.000,82.000,https://www.justwatch.com/de/Film/District-9,
339,403,Mystic River,,2003,138,Drama | Krimi,USA,Clint Eastwood,Sean Penn | Tim Robbins | Kevin Bacon,7.9,89.000,89.000,https://www.justwatch.com/de/Film/Mystic-River,
340,404,Nostalghia,Ностальгия / Nostalgija,1983,125,Drama | Tragödie,ITA | UdSSR,Andrei Tarkovsky,Oleg Yankovskiy | Erland Josephson | Domiziana Giordano,7.9,88.000,90.000,https://www.justwatch.com/de/Film/Nostalghia,
1221,405,Bin-Jip – Leere Häuser,빈집 / Bin-jip,2004,88,Drama | Romanze,KOR,Kim Ki-duk,Lee Seung-yeon | Jae Hee | Kwon Hyuk-ho,7.9,87.000,94.000,,
1081,406,Vielleicht lieber morgen,The Perks of Being a Wallflower,2012,103,Komödie | Romanze,USA,Stephen Chbosky,Logan Lerman | Emma Watson | Ezra Miller,7.9,85.000,89.000,https://www.justwatch.com/de/Film/Vielleicht-lieber-morgen,
341,407,Mulholland Drive – Straße der Finsternis,Mulholland Drive,2001,147,Noir | Thriller,FRA | USA,David Lynch,Naomi Watts | Laura Harring | Justin Theroux,7.9,84.000,87.000,https://www.justwatch.com/de/Film/Mulholland-Drive-Strasse-der-Finsternis,
342,408,Brügge sehen… und sterben?,In Bruges,2008,107,Krimi | Thriller,UK | USA,Martin McDonagh,Colin Farrell | Brendan Gleeson | Ralph Fiennes,7.9,84.000,87.000,https://www.justwatch.com/de/Film/Bruegge-sehen-und-sterben,
343,409,F1: The Movie,,2025,155,Action | Sport,USA,Joseph Kosinski,Brad Pitt | Damson Idris | Javier Bardem,7.9,83.000,97.000,https://www.justwatch.com/de/Film/F1,
1076,410,The Raid 2,The Raid 2: Berandal,2014,150,Action | Thriller,IDN | USA,Gareth Evans,Iko Uwais | Arifin Putra | Tio Pakusadewo,7.9,83.000,87.000,https://www.justwatch.com/de/Film/The-Raid-2,
344,411,Guardians of the Galaxy Vol. 3,,2023,150,Action | Sci-Fi,USA,James Gunn,Chris Pratt | Chukwudi Iwuji | Zoe Saldaña,7.9,82.000,94.000,https://www.justwatch.com/de/Film/Guardians-of-the-Galaxy-Vol-3,
1273,412,Doktor Schiwago,Doctor Zhivago,1965,197,Drama | Romanze,ITA | UK | USA,David Lean,Omar Sharif | Julie Christie | Geraldine Chaplin,7.9,82.000,88.000,https://www.justwatch.com/de/Film/Doktor-Schiwago,
345,413,Carlito's Way,,1993,144,Krimi | Thriller,USA,Brian de Palma,Al Pacino | Sean Penn | Penelope Ann Miller,7.9,81.000,88.000,https://www.justwatch.com/de/Film/Carlitos-Way-Weg-zur-Macht-1993,
346,414,Avatar – Aufbruch nach Pandora,Avatar,2009,162,Abenteuer | Sci-Fi,UK | USA,James Cameron,Sam Worthington | Zoe Saldaña | Sigourney Weaver,7.9,81.000,82.000,https://www.justwatch.com/de/Film/Avatar-Aufbruch-nach-Pandora,
347,415,Jojo Rabbit,,2019,108,Drama | Komödie,CZA | NZL | USA,Taika Waititi,Roman Griffin Davis | Thomasin McKenzie | Scarlett Johansson,7.9,80.000,94.000,https://www.justwatch.com/de/Film/Jojo-Rabbit,
348,416,Kaltblütig,In Cold Blood,1967,134,Drama | Krimi,USA,Richard Brooks,Robert Blake | Scott Wilson | John Forsythe,7.9,75.000,88.000,https://www.justwatch.com/de/Film/Kaltbluetig,
349,417,Dancer in the Dark,,2000,140,Drama | Tragödie,DEN | FRA | GER | ITA | SWE | UK | USA,Lars von Trier,Björk | Catherine Deneuve | David Morse,7.9,70.000,91.000,https://www.justwatch.com/de/Film/Dancer-in-the-Dark,
350,418,Die Brücke,,1959,105,Drama | Krieg,GER,Bernhard Wicki,Volker Bohnet | Fritz Wepper | Michael Hinz,7.9,70.000,70.000,https://www.justwatch.com/de/Film/Die-Bruecke-1959,
351,419,Alice in den Städten,,1974,110,Drama | Roadmovie,GER,Wim Wenders,Rüdiger Vogler | Yella Rottländer | Lisa Kreuzer,7.8,100.000,91.000,https://www.justwatch.com/de/Film/Alice-in-den-Staedten,
1271,420,Eine Stadt der Traurigkeit,悲情城市 / Bēiqíng Chéngshì,1989,157,Drama | Tragödie,TWN,Hou Hsiao-hsien,Tony Leung Chiu-wai | Sung-Young Chen | Jack Kao,7.8,100.000,90.000,https://www.justwatch.com/de/Film/Eine-Stadt-der-Traurigkeit,
352,421,Im Schatten des Zweifels,Shadow of a Doubt,1943,108,Drama | Thriller,USA,Alfred Hitchcock,Teresa Wright | Joseph Cotten | Macdonald Carey,7.8,100.000,89.000,https://www.justwatch.com/de/Film/Im-Schatten-des-Zweifels,
1275,422,Geheimnisvolle Erbschaft,Great Expectations,1946,118,Drama | Romanze,UK,David Lean,John Mills | Valerie Hobson | Anthony Wager,7.8,100.000,88.000,https://www.justwatch.com/de/Film/Geheimnisvolle-Erbschaft,
1053,423,Ringo,Stagecoach,1939,96,Drama | Western,USA,John Ford,John Wayne | Claire Trevor | Thomas Mitchell,7.8,100.000,86.000,https://www.justwatch.com/de/Film/Hoellenfahrt-nach-Santa-Fe,
1217,424,Poetry,시 / Si,2010,139,Drama | Drama,KOR,Lee Chang-dong,Yoon Jeong-hee | Lee David | Kim Hira,7.8,100.000,86.000,https://www.justwatch.com/de/Film/Poetry,
353,425,Das Geständnis,L’Aveu,1970,139,Drama | Thriller,FRA | ITA,Costa-Gavras,Yves Montand | Simone Signoret | Gabriele Ferzetti,7.8,100.000,85.000,,
354,426,Godzilla Minus One,ゴジラ-1.0 / Gojira Mainasu Wan,2023,125,Action | Sci-Fi,JAP,Takashi Yamazaki,Ryunosuke Kamiki | Minami Hamabe | Sakura Ando,7.8,99.000,98.000,https://www.justwatch.com/de/Film/godzilla-minus-one,
355,427,Sein Mädchen für besondere Fälle,His Girl Friday,1940,92,Komödie | Romanze,USA,Howard Hawks,Cary Grant | Rosalind Russell | Ralph Bellamy,7.8,99.000,90.000,https://www.justwatch.com/de/Film/His-Girl-Friday-Sein-Maedchen-fuer-besondere-Faelle,
356,428,Alles über meine Mutter,Todo sobre mi madre,1999,101,Drama | Komödie,ESP | FRA,Pedro Almodóvar,Cecilia Roth | Marisa Paredes | Antonia San Juan,7.8,98.000,93.000,https://www.justwatch.com/de/Film/Alles-ueber-meine-Mutter,
357,429,Mein linker Fuß,My Left Foot,1989,103,Biografie | Drama,IRE | UK,Jim Sheridan,Daniel Day-Lewis | Brenda Fricker | Ray McAnally,7.8,98.000,92.000,https://www.justwatch.com/de/Film/Mein-linker-Fuss,
358,430,So finster die Nacht,Låt den rätte komma in,2008,114,Drama | Horror,SWE,Tomas Alfredson,Kåre Hedebrant | Lina Leandersson | Per Ragnar,7.8,98.000,90.000,https://www.justwatch.com/de/Film/So-finster-die-Nacht,
359,431,Brazil,,1985,142,Komödie | Sci-Fi,UK | USA,Terry Gilliam,Jonathan Pryce | Kim Greist | Robert de Niro,7.8,98.000,90.000,https://www.justwatch.com/de/Film/Brazil,
360,432,Tatis herrliche Zeiten,Playtime,1967,115,Drama | Komödie,FRA | ITA,Jacques Tati,Jacques Tati | Barbara Dennek | Rita Maiden,7.8,98.000,89.000,https://www.justwatch.com/de/Film/Tatis-herrliche-Zeiten,
1126,433,Frankensteins Braut,Bride of Frankenstein,1935,75,Drama | Horror,USA,James Whale,Boris Karloff | Colin Clive | Ernest Thesiger,7.8,98.000,87.000,https://www.justwatch.com/de/Film/Frankensteins-Rueckkehr,
361,434,Get Out,,2017,104,Horror | Komödie,USA,Jordan Peele,Daniel Kaluuya | Allison Williams | Bradley Whitford,7.8,98.000,86.000,https://www.justwatch.com/de/Film/Get-Out,
362,435,Drei Farben: Blau,Trois couleurs: Bleu,1993,99,Drama | Romanze,FRA | POL,Krzysztof Kieślowski,Juliette Binoche | Benoît Régent | Florence Pernel,7.8,97.000,93.000,https://www.justwatch.com/de/Film/Drei-Farben-Blau,
363,436,In den Straßen der Bronx,A Bronx Tale,1993,121,Drama | Krimi,USA,Robert de Niro,Robert de Niro | Chazz Palminteri | Lillo Brancato,7.8,97.000,93.000,https://www.justwatch.com/de/Film/In-den-Strassen-der-Bronx,
364,437,Babettes Fest,Babettes gæstebud,1987,102,Drama | Komödie,DEN,Gabriel Axel,Stéphane Audran | Birgitte Federspiel | Bodil Kjer,7.8,97.000,91.000,https://www.justwatch.com/de/Film/Babettes-Fest,
1200,438,Wo die wilden Menschen jagen,Hunt for the Wilderpeople,2016,101,Abenteuer | Komödie,NZL,Taika Waititi,Julian Dennison | Sam Neill | Rima Te Wiata,7.8,97.000,91.000,https://www.justwatch.com/de/Film/Wo-die-wilden-Menschen-jagen,
365,439,Dieses obskure Objekt der Begierde,Cet obscur objet du désir,1977,103,Drama | Satire,ESP | FRA,Luis Buñuel,Fernando Rey | Carole Bouquet | Ángela Molina,7.8,97.000,90.000,https://www.justwatch.com/de/Film/Dieses-obskure-Objekt-der-Begierde,
366,440,The Lunchbox,Dabba,2013,105,Komödie | Romanze,FRA | GER | IND | USA,Ritesh Batra,Irrfan Khan | Nimrat Kaur | Nawazuddin Siddiqui,7.8,97.000,87.000,https://www.justwatch.com/de/Film/Lunchbox,
1251,441,Nosferatu – Eine Symphonie des Grauens,,1922,94,Fantasy | Horror,GER,F.W. Murnau,Max Schreck | Gustav von Wangenheim | Greta Schröder,7.8,97.000,87.000,https://www.justwatch.com/de/Film/Die-zwoelfte-Stunde-Eine-Nacht-des-Grauens,
1127,442,RRR,రౌద్రం రణం రుధిరం / Roudram Ranam Rudhiram,2022,187,Action | Drama,IND,S. S. Rajamouli,N. T. Rama Rao Jr. | Ram Charan | Alia Bhatt,7.8,96.000,94.000,https://www.justwatch.com/de/Film/raudrN-rnnN-rudhirN,
367,443,Boyz n the Hood – Jungs im Viertel,Boyz n the Hood,1991,112,Drama | Krimi,USA,John Singleton,Cuba Gooding Jr. | Ice Cube | Laurence Fishburn,7.8,96.000,93.000,https://www.justwatch.com/de/Film/Boyz-N-the-Hood-Jungs-im-Viertel,
368,444,"Aguirre, der Zorn Gottes",,1972,94,Abenteuer | Drama,GER | MEX | PER,Werner Herzog,Klaus Kinski | Helena Rojo | Ruy Guerra,7.8,96.000,91.000,https://www.justwatch.com/de/Film/Aguirre-der-Zorn-Gottes,
369,445,Insider,The Insider,1999,157,Drama | Thriller,USA,Michael Mann,Al Pacino | Russell Crowe | Christopher Plummer,7.8,96.000,90.000,https://www.justwatch.com/de/Film/The-Insider,
370,446,"Hiroshima, mon amour",,1959,88,Drama | Romanze,FRA | JAP,Alain Resnais,Emmanuelle Riva | Eiji Okada | Stella Dassas,7.8,96.000,89.000,https://www.justwatch.com/de/Film/Hiroshima-mon-amour,
371,447,Auf der Flucht,The Fugitive,1993,130,Action | Thriller,USA,Andrew Davis,Harrison Ford | Tommy Lee Jones | Sela Ward,7.8,96.000,89.000,https://www.justwatch.com/de/Film/Auf-der-Flucht-1993,
372,448,Ein Prophet,Un prophète,2009,155,Drama | Krimi,FRA | ITA,Jacques Audiard,Tahar Rahim | Niels Arestrup | Adel Bencherif,7.8,96.000,89.000,https://www.justwatch.com/de/Film/Ein-Prophet,
373,449,The Social Network,,2010,120,Biografie | Drama,USA,David Fincher,Jesse Eisenberg | Andrew Garfield | Justin Timberlake,7.8,96.000,87.000,https://www.justwatch.com/de/Film/The-Social-Network,
1249,450,Deutschland im Jahre Null,Germania anno zero,1948,75,Drama | Krieg,ITA,Roberto Rossellini,Edmund Moeschke | Ernst Pittschau | Ingetraud Hinze,7.8,96.000,86.000,https://www.justwatch.com/de/Film/Deutschland-im-Jahre-Null,
1063,451,Manchester by the Sea,,2016,137,Drama | Tragödie,USA,Kenneth Lonergan,Casey Affleck | Lucas Hedges | Michelle Williams,7.8,96.000,78.000,https://www.justwatch.com/de/Film/Manchester-by-the-Sea,
374,452,Past Lives – In einem anderen Leben,Past Lives,2023,106,Drama | Romanze,KOR | USA,Celine Song,Greta Lee | Teo Yoo | John Magaro,7.8,95.000,93.000,https://www.justwatch.com/de/Film/past-lives,
375,453,Glory,,1989,122,Drama | Krieg,USA,Edward Zwick,Matthew Broderick | Denzel Washington | Morgan Freeman,7.8,95.000,93.000,https://www.justwatch.com/de/Film/Glory-1989,
1097,454,Little Women,,2019,135,Drama | Romanze,USA,Greta Gerwig,Saoirse Ronan | Florence Pugh | Emma Watson,7.8,95.000,92.000,https://www.justwatch.com/de/Film/Little-Women-2019,
376,455,Ghostbusters – Die Geisterjäger,Ghostbusters,1984,105,Fantasy | Komödie,USA,Ivan Reitman,Bill Murray | Dan Aykroyd | Harold Ramis,7.8,95.000,88.000,https://www.justwatch.com/de/Film/Ghost-Busters,
377,456,The Artist,,2011,100,Drama | Komödie,FRA,Michel Hazanavicius,Jean Dujardin | Bérénice Bejo | John Goodman,7.8,95.000,87.000,https://www.justwatch.com/de/Film/The-Artist,
378,457,Die Nacht der lebenden Toten,Night of the Living Dead,1968,96,Horror | Thriller,USA,George A. Romero,Duane Jones | Judith O'Dea | Karl Hardman,7.8,95.000,87.000,https://www.justwatch.com/de/Film/Die-Nacht-der-lebenden-Toten,
379,458,The Irishman,,2019,210,Krimi | Drama,USA,Martin Scorsese,Robert de Niro | Al Pacino | Joe Pesci,7.8,95.000,86.000,https://www.justwatch.com/de/Film/The-Irishman,
380,459,Nightcrawler – Jede Nacht hat ihren Preis,Nightcrawler,2014,117,Krimi | Thriller,USA,Dan Gilroy,Jake Gyllenhaal | Rene Russo | Riz Ahmed,7.8,95.000,86.000,https://www.justwatch.com/de/Film/Nightcrawler-Jede-Nacht-hat-ihren-Preis,
381,460,Der Holzschuhbaum,L’albero degli zoccoli,1978,186,Drama | Tragödie,FRA | ITA,Ermanno Olmi,Luigi Ornaghi | Francesca Moriggi | Omar Brignoli,7.8,95.000,86.000,https://www.justwatch.com/de/Film/Der-Holzschuhbaum,
382,461,Jeanne Dielman,"Jeanne Dielman, 23, quai du Commerce, 1080 Bruxelles",1975,201,Drama | Tragödie,BEL,Chantal Akerman,Delphine Seyrig | Jan Decorte | Henri Storck,7.8,95.000,78.000,https://www.justwatch.com/de/Film/Jeanne-Dielman,
383,462,Systemsprenger,,2019,120,Drama | Drama,GER,Nora Fingscheidt,Helena Zengel | Albrecht Schuch | Gabriela Maria Schmeide,7.8,94.000,95.000,https://www.justwatch.com/de/Film/Systemsprenger,
384,463,Die Ballade von Narayama,楢山節考 / Narayama Bushikō,1983,130,Drama | Mystery,JAP,Shōhei Imamura,Ken Ogata | Sumiko Sakamoto | Tonpei Hidari,7.8,94.000,88.000,https://www.justwatch.com/de/Film/You-Shan-Jie-Kao,
385,464,Everything Everywhere All at Once,,2022,139,Action | Komödie,USA,"Daniel Kwan, Daniel Scheinert",Michelle Yeoh | Stephanie Hsu | Ke Huy Quan,7.8,94.000,79.000,https://www.justwatch.com/de/Film/Everything-Everywhere-All-at-Once,
386,465,The Killing Fields – Schreiendes Land,The Killing Fields,1984,141,Drama | Krieg,UK,Roland Joffé,Sam Waterston | Haing S. Ngor | John Malkovich,7.8,93.000,91.000,https://www.justwatch.com/de/Film/Killing-Fields-Schreiendes-Land,
1107,466,Mittwoch zwischen 5 und 7,Cléo de 5 à 7,1962,90,Drama | Drama,FRA | ITA,Agnès Varda,Corinne Marchand | Dominique Davray | Antoine Bourseiller,7.8,93.000,89.000,https://www.justwatch.com/de/Film/Cleo-Mittwoch-zwischen-5-und-7,
387,467,Moonrise Kingdom,,2012,94,Komödie | Romanze,USA,Wes Anderson,Jared Gilman | Kara Hayward | Bruce Willis,7.8,93.000,86.000,https://www.justwatch.com/de/Film/Moonrise-Kingdom,
388,468,Poor Things,,2023,141,Komödie | Sci-Fi,IRE | UK | USA,Yorgos Lanthimos,Emma Stone | Mark Ruffalo | Willem Dafoe,7.8,93.000,80.000,https://www.justwatch.com/de/Film/poor-things,
389,469,Drive,,2011,100,Action | Thriller,USA,Nicolas Winding Refn,Ryan Gosling | Carey Mulligan | Bryan Cranston,7.8,93.000,79.000,https://www.justwatch.com/de/Film/Drive-2011,
390,470,Verbrechen und andere Kleinigkeiten,Crimes and Misdemeanors,1989,100,Drama | Komödie,USA,Woody Allen,Martin Landau | Woody Allen | Anjelica Huston,7.8,92.000,91.000,https://www.justwatch.com/de/Film/verbrechen-und-andere-kleinigkeiten,
391,471,Zombie,Dawn of the Dead,1978,127,Action | Horror,ITA | USA,George A. Romero,David Emge | Ken Foree | Scott H. Reiniger,7.8,92.000,90.000,https://www.justwatch.com/de/Film/Zombie,
392,472,Hannah und ihre Schwestern,Hannah and Her Sisters,1986,103,Komödie | Romanze,USA,Woody Allen,Mia Farrow | Dianne Wiest | Barbara Hershey,7.8,92.000,90.000,https://www.justwatch.com/de/Film/Hannah-und-ihre-Schwestern,
393,473,"Ich, Daniel Blake","I, Daniel Blake",2016,100,Drama | Drama,BEL | FRA | UK,Ken Loach,Dave Johns | Hayley Squires | Briana Shann,7.8,92.000,85.000,https://www.justwatch.com/de/Film/Ich-Daniel-Blake,
394,474,Dunkirk,,2017,106,Action | Krieg,UK | USA,Christopher Nolan,Fionn Whitehead | Tom Hardy | Mark Rylance,7.8,92.000,81.000,https://www.justwatch.com/de/Film/Dunkirk,
395,475,Once Upon a Time in Anatolia,Bir Zamanlar Anadolu’da,2011,157,Drama | Krimi,BIH | TUR,Nuri Bilge Ceylan,Muhammet Uzuner | Yılmaz Erdoğan | Taner Birsel,7.8,92.000,74.000,https://www.justwatch.com/de/Film/Es-war-einmal-in-Anatolien,
396,476,Der Texaner,The Outlaw Josey Wales,1976,135,Drama | Western,USA,Clint Eastwood,Clint Eastwood | Chief Dan George | Sondra Locke,7.8,91.000,91.000,https://www.justwatch.com/de/Film/Der-Texaner,
1231,477,Die Geschichte der Nana S.,Vivre sa vie: Film en douze tableaux,1962,83,Drama | Drama,FRA,Jean-Luc Godard,Anna Karina | Sady Rebbot | André S. Labarthe,7.8,91.000,91.000,https://www.justwatch.com/de/Film/die-geschichte-der-nana-s,
397,478,Misery,,1990,107,Horror | Thriller,USA,Rob Reiner,James Caan | Kathy Bates | Richard Farnsworth,7.8,91.000,90.000,https://www.justwatch.com/de/Film/Misery,
